time,temperature,pressure,FP
0.6704632555885733,9.319454999999966E-27,0.0,0.49000000953674316
0.6782435731472942,9.319454999999968E-27,0.0,0.49000000953674316
0.6794946958206821,9.319454999999968E-27,0.0,0.49000000953674316
0.6859643373242259,9.319454999999968E-27,0.05301751699433241,0.49000000953674316
0.6962011219697104,9.319454999999968E-27,0.02265203243970687,0.49000000953674316
0.7003611449671863,9.319454999999973E-27,0.0,0.49000000953674316
0.706068448697675,9.319454999999973E-27,0.032737204794890055,0.49000000953674316
0.7135952129748695,9.319454999999982E-27,0.0,0.49000000953674316
0.7163650033245166,9.31945499999997E-27,0.0,0.49000000953674316
0.7430705367036059,9.319454999999965E-27,0.0,0.49000000953674316
0.7598214978898973,9.319454999999965E-27,0.060543810431423414,0.49000000953674316
0.7758653435324017,9.319454999999916E-27,0.0,0.49000000953674316
0.7792234778225867,9.319454999999916E-27,0.0,0.49000000953674316
0.783539173199792,9.319454999999933E-27,0.0,0.49000000953674316
0.7930869020912984,9.319454999999933E-27,0.033169253636137694,0.5
0.8072782417506148,9.319454999999933E-27,0.07017665741392722,0.5
0.8090461403737385,9.319454999999932E-27,0.0,0.5
0.8229334117062488,9.319454999999929E-27,0.0,0.5099999904632568
0.831450406411645,9.319454999999938E-27,0.0,0.5099999904632568
0.8470896957049667,9.319454999999938E-27,0.0,0.5099999904632568
0.8552922482471069,9.319454999999938E-27,0.044437145773373564,0.5099999904632568
0.8687957299299477,9.319454999999938E-27,0.08098399195498854,0.5099999904632568
0.8740032912328755,9.319454999999939E-27,0.0,0.5099999904632568
0.8769754224214481,9.319454999999939E-27,0.0,0.5099999904632568
0.8863564342659025,9.319454999999939E-27,0.05167294868641844,0.5099999904632568
0.8878809302797737,9.319454999999939E-27,0.0,0.5099999904632568
0.8904644547223405,9.319454999999939E-27,0.04222378585351399,0.5099999904632568
0.9127852162750374,9.31945499999994E-27,0.0,0.5099999904632568
0.9222576156637424,9.31945499999994E-27,0.0,0.5099999904632568
0.9399655656978991,9.319454999999945E-27,0.0,0.5099999904632568
0.9409039679335502,9.319454999999945E-27,0.05280096917630683,0.5099999904632568
0.9564886079562138,9.319454999999945E-27,0.0,0.5099999904632568
0.991371742520015,9.319454999999948E-27,0.0,0.5099999904632568
1.00126839760246,9.319454999999948E-27,0.01722951365201845,0.5099999904632568
