time,temperature,pressure,FP
0.006574931917565748,9.319454999999989E-27,0.0,0.4699999988079071
0.013379169478937547,9.319454999999989E-27,0.0,0.4699999988079071
0.020837522773886508,9.319454999999992E-27,0.0,0.4699999988079071
0.03783924068497836,9.319454999999994E-27,0.0,0.47999998927116394
0.04760607873461193,9.319454999999994E-27,0.0,0.47999998927116394
0.06599668985735126,9.319454999999994E-27,0.0440613193953076,0.47999998927116394
0.07161279587545172,9.319454999999994E-27,0.038138145348862784,0.47999998927116394
0.08358464589340453,9.319454999999994E-27,0.0,0.47999998927116394
0.0848233870221794,9.319454999999995E-27,0.0,0.47999998927116394
0.11192191651424788,9.319454999999995E-27,0.05815753011055339,0.47999998927116394
0.12975987119357243,9.319454999999985E-27,0.0,0.47999998927116394
0.14280543948844263,9.319454999999992E-27,0.0,0.4699999988079071
0.16475414968247853,9.31945499999999E-27,0.0,0.4699999988079071
0.1676884468608771,9.31945499999999E-27,0.0,0.4699999988079071
0.16935752260886872,9.319454999999994E-27,0.0,0.4699999988079071
0.17447073838351207,9.319454999999992E-27,0.0,0.4699999988079071
0.18362450029612987,9.319454999999994E-27,0.0,0.4699999988079071
0.18786838586772875,9.319454999999985E-27,0.0,0.4699999988079071
0.19921922109022724,9.319454999999985E-27,0.0,0.4699999988079071
0.20692897942152036,9.319454999999985E-27,0.04619340637616126,0.4699999988079071
0.2120520603248232,9.319454999999989E-27,0.0,0.4699999988079071
0.22303832414895572,9.319454999999983E-27,0.0,0.4699999988079071
0.23692643614916437,9.319454999999983E-27,0.05051172367388773,0.4699999988079071
0.24072962333836503,9.319454999999983E-27,0.0,0.4699999988079071
0.2456083237324796,9.319454999999983E-27,0.0,0.4699999988079071
0.24864159623198345,9.319454999999982E-27,0.0,0.4699999988079071
0.2702768671064491,9.319454999999982E-27,0.025057765421914617,0.4699999988079071
0.2712868443859704,9.319454999999983E-27,0.0,0.4699999988079071
0.2758331779858012,9.319454999999983E-27,0.0,0.4699999988079071
0.29477600591130515,9.319454999999983E-27,0.05196699323331207,0.4699999988079071
0.2950706579001559,9.319454999999968E-27,0.0,0.4699999988079071
0.2989369285186067,9.319454999999968E-27,0.0,0.4699999988079071
0.31202007361152273,9.319454999999969E-27,0.0,0.4699999988079071
0.33653429759814296,9.319454999999973E-27,0.0,0.4699999988079071
0.34176112415822313,9.319454999999973E-27,0.05902503977874488,0.4699999988079071
0.3474443942785229,9.319454999999973E-27,0.047398419507552594,0.4699999988079071
0.38041358332405956,9.319454999999968E-27,0.0,0.47999998927116394
0.3811320681566863,9.319454999999968E-27,0.0,0.47999998927116394
0.3867626472734781,9.319454999999968E-27,0.03551854096738071,0.47999998927116394
0.39837103419500663,9.319454999999965E-27,0.0,0.47999998927116394
0.40548366921771695,9.319454999999963E-27,0.0,0.47999998927116394
0.4129481495111058,9.319454999999959E-27,0.0,0.47999998927116394
0.423654412479465,9.319454999999943E-27,0.0,0.47999998927116394
0.4264779464806124,9.319454999999943E-27,0.0,0.47999998927116394
0.4268988381903461,9.319454999999946E-27,0.0,0.47999998927116394
0.42749533904025316,9.319454999999946E-27,0.059729293204265906,0.47999998927116394
0.47259669332385157,9.319454999999946E-27,0.0,0.47999998927116394
0.4889484456173495,9.319454999999946E-27,0.026972163518751598,0.47999998927116394
0.49160397715454257,9.319454999999956E-27,0.0,0.47999998927116394
0.5051249817687606,9.319454999999956E-27,0.0,0.47999998927116394
0.515906477321717,9.319454999999956E-27,0.0,0.47999998927116394
0.5161214547398884,9.319454999999956E-27,0.0,0.47999998927116394
0.5294514186351851,9.319454999999958E-27,0.0,0.49000000953674316
0.5320800587153348,9.319454999999949E-27,0.0,0.5
0.5521368087020028,9.319454999999949E-27,0.0,0.49000000953674316
0.561428956850695,9.319454999999952E-27,0.0,0.49000000953674316
0.5882715626709546,9.319454999999949E-27,0.0,0.49000000953674316
0.5897270117882876,9.319454999999952E-27,0.0,0.49000000953674316
0.5938195967634393,9.319454999999952E-27,0.05257006401814173,0.49000000953674316
0.6223904753420744,9.319454999999952E-27,0.03506397867496849,0.49000000953674316
0.6330495039927934,9.319454999999952E-27,0.0,0.49000000953674316
0.6468364439139744,9.319454999999952E-27,0.07151980067122879,0.49000000953674316
0.6513360300919686,9.319454999999955E-27,0.0,0.49000000953674316
0.6546622628633337,9.31945499999996E-27,0.0,0.49000000953674316
0.6620060604623017,9.31945499999996E-27,0.0,0.49000000953674316
0.6691781535601736,9.31945499999996E-27,0.05990884436748616,0.49000000953674316
